crn,course,title,faculty,meeting,credits,enrolled
13024,ASIA 351 001,FAMILY DYNAMICS IN EAST ASIA,"Faculty: Jang, Juyoung",Meeting: 03:00PM - 05:59PM M TBA TBA,3,Enrolled: 2 (Max 19)
12642,ASIA 352 001,JAPANESE WOMAN WRITERS,"Faculty: Tamura, Yurika",Meeting: 03:00PM - 05:59PM W TBA TBA,3,Enrolled: 2 (Max 19)
12373,ASIA 353 001,EAST ASIAN DEMOCRACIES,"Faculty: Jang, Jinhyeok",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 3 (Max 19)
12639,ASIA 387 001,ASIAN AMERICAN COMMUNITIES,"Faculty: Peche, Linda H.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 5 (Max 19)
12671,ASIA 399 001,WOMEN IN CHINESE LITERATURE,"Faculty: Qian, Nanxiu",Meeting: 04:00PM - 06:59PM W TBA TBA,3,Enrolled: 2 (Max 15)
10242,ASIA 401 001,INDEPENDENT STUDY,"Faculty: Lewis, Steven W.",Meeting: TBA TBA,1 TO 15,Enrolled: 0 (Permission Required)
12641,ASIA 451 001,EA FAMILIES IN SOCIAL CONTEXTS,"Faculty: Jang, Juyoung",Meeting: 04:00PM - 06:59PM T TBA TBA,3,Enrolled: 4 (Max 19)
12643,ASIA 452 001,GENDER AND TRANSNATIONAL ASIA,"Faculty: Tamura, Yurika",Meeting: 04:00PM - 06:59PM R TBA TBA,3,Enrolled: 8 (Max 19)
12815,ASIA 484 001,CONTEMP EAST ASIAN ART & ARCH,"Faculty: Nakamori, Yasufumi",Meeting: 06:00PM - 08:59PM T TBA TBA,3,Enrolled: 4 (Max 15)
12817,ASIA 494 001,SPECIAL TOPICS ASIAN STUDIES,"Faculty: Koh, Haejin E.",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
10681,ASTR 100 001,EXPLORING THE COSMOS,"Faculty: Levy, Eugene H.",Meeting: 04:00PM - 04:59PM R TBA TBA,1,Enrolled: 19 (Max 19)
10253,ASTR 201 001,STARS GALAXIES & THE UNIVERSE,"Faculty: Bradshaw, Stephen",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 59 (Max 150)
10254,ASTR 350 001,INTRO ASTROPHYSICS-STARS,"Faculty: Johns-Krull, Christopher M.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 3 (Max 50)
10255,ASTR 400 001,UNDERGRADUATE RESEARCH SEMINAR,"Faculty: Johns-Krull, Christopher M.",Meeting: 12:00PM - 12:50PM W TBA TBA,1,Enrolled: 6 (Max 50)
12442,ASTR 403 001,ASTRONOMY FOR TEACHERS,"Faculty: Reiff, Patricia H.",Meeting: 06:00PM - 08:59PM M TBA TBA,3,Enrolled: 1 (Max 19)
10876,ASTR 451 001,ASTROPHYSICS I: SUN AND STARS,"Faculty: Hartigan, Patrick M.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 5 (Max 50)
10535,ASTR 470 001,SOLAR SYSTEM PHYSICS,"Faculty: Alexander, David",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 5 (Max 50)
10256,ASTR 500 001,GRADUATE RESEARCH SEMINAR,"Faculty: Johns-Krull, Christopher M.",Meeting: 12:00PM - 12:50PM W TBA TBA,1,Enrolled: 3 (Max 50)
10746,BIOC 111 001,FUNDAMENTALS OF EXP BIOLOGY,"Faculty: Beason Abmayr, K. Beth; Caprette, David",Meeting: 01:00PM - 03:59PM F TBA TBA,1,Enrolled: 10 (Max 18)
10747,BIOC 111 002,FUNDAMENTALS OF EXP BIOLOGY,"Faculty: Beason Abmayr, K. Beth; Caprette, David",Meeting: 01:00PM - 03:59PM M TBA TBA,1,Enrolled: 4 (Max 4)
10748,BIOC 111 003,FUNDAMENTALS OF EXP BIOLOGY,"Faculty: Beason Abmayr, K. Beth; Caprette, David",Meeting: 01:00PM - 03:59PM W TBA TBA,1,Enrolled: 4 (Max 4)
10749,BIOC 111 004,FUNDAMENTALS OF EXP BIOLOGY,"Faculty: Beason Abmayr, K. Beth; Caprette, David",Meeting: 01:00PM - 03:59PM F TBA TBA,1,Enrolled: 0 (Permission Required)
10750,BIOC 115 001,FRESHMAN BIOLOGY SEMINAR (BCB),"Faculty: Phillips, Dereth R.; Bartel, Bonnie",Meeting: 01:00PM - 02:15PM R TBA TBA,1,Enrolled: 0 (Max 8)
11235,BIOC 115 002,FRESHMAN BIOLOGY SEMINAR (BCB),"Faculty: Phillips, Dereth R.; Bartel, Bonnie",Meeting: 01:00PM - 02:15PM R TBA TBA,1,Enrolled: 0 (Max 8)
10751,BIOC 115 003,FRESHMAN BIOLOGY SEMINAR (BCB),"Faculty: Phillips, Dereth R.; Bartel, Bonnie",Meeting: 02:30PM - 03:45PM R TBA TBA,1,Enrolled: 0 (Max 8)
11237,BIOC 115 004,FRESHMAN BIOLOGY SEMINAR (BCB),"Faculty: Phillips, Dereth R.; Bartel, Bonnie",Meeting: 02:30PM - 03:45PM R TBA TBA,1,Enrolled: 0 (Max 8)
10752,BIOC 115 005,FRESHMAN BIOLOGY SEMINAR (BCB),"Faculty: Phillips, Dereth R.; Bartel, Bonnie",Meeting: 04:00PM - 05:15PM R TBA TBA,1,Enrolled: 0 (Max 8)
13095,BIOC 115 006,FRESHMAN BIOLOGY SEMINAR (BCB),"Faculty: Phillips, Dereth R.; Bartel, Bonnie",Meeting: 04:00PM - 05:15PM R TBA TBA,1,Enrolled: 0 (Max 8)
13066,BIOC 122 002,FUND CONCEPTS IN BIOLOGY,"Faculty: Caprette, David",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 0 (Max 30)
11327,BIOC 201 001,INTRODUCTORY BIOLOGY,"Faculty: Gustin, Michael",Meeting: 09:00AM - 09:50AM MWF TBA TBA,3,Enrolled: 88 (Max 265)
10754,BIOC 211 001,EXPERIMENTAL BIOSCIENCES,"Faculty: Eich, Elizabeth A.; Villares, Gabriel J.",Meeting: 01:00PM - 04:59PM T TBA TBA; 03:00PM - 03:59PM M TBA TBA,2,Enrolled: 18 (Max 18)
10755,BIOC 211 002,EXPERIMENTAL BIOSCIENCES,"Faculty: Eich, Elizabeth A.; Villares, Gabriel J.",Meeting: 01:00PM - 04:59PM W TBA TBA; 03:00PM - 03:59PM M TBA TBA,2,Enrolled: 18 (Max 18)
10756,BIOC 211 003,EXPERIMENTAL BIOSCIENCES,"Faculty: Eich, Elizabeth A.; Villares, Gabriel J.",Meeting: 01:00PM - 04:59PM R TBA TBA; 03:00PM - 03:59PM M TBA TBA,2,Enrolled: 18 (Max 18)
10757,BIOC 211 004,EXPERIMENTAL BIOSCIENCES,"Faculty: Eich, Elizabeth A.; Villares, Gabriel J.",Meeting: 01:00PM - 04:59PM F TBA TBA; 03:00PM - 03:59PM M TBA TBA,2,Enrolled: 18 (Max 18)
13029,BIOC 211 005,EXPERIMENTAL BIOSCIENCES,"Faculty: Eich, Elizabeth A.",Meeting: 01:00PM - 05:00PM W TBA TBA,2,Enrolled: 10 (Permission Required)
13070,BIOC 211 006,EXPERIMENTAL BIOSCIENCES,Faculty:,Meeting: 01:00PM - 05:00PM R TBA TBA,2,Enrolled: 8 (Permission Required)
11365,BIOC 215 001,BIOC LAB TEACHING,"Faculty: Beason Abmayr, K. Beth",Meeting: TBA TBA,1 TO 3,Enrolled: 9 (Permission Required)
13065,BIOC 215 002,BIOC LAB TEACHING,"Faculty: Eich, Elizabeth A.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
11366,BIOC 301 001,BIOCHEMISTRY I,"Faculty: Olson, John S.; Phillips, George N.; Carson, Daniel D.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 236 (Max 250)
10765,BIOC 310 001,IND RES FOR BIOC UNDERGRADS,"Faculty: Phillips, Dereth R.",Meeting: TBA TBA,1 TO 4,Enrolled: 4 (Permission Required)
11112,BIOC 310 003,IND RES FOR BIOC UNDERGRADS,"Faculty: Bartel, Bonnie",Meeting: TBA TBA,1 TO 4,Enrolled: 1 (Permission Required)
11113,BIOC 310 004,IND RES FOR BIOC UNDERGRADS,"Faculty: Beckingham, Kathleen M.",Meeting: TBA TBA,1 TO 4,Enrolled: 1 (Permission Required)
11114,BIOC 310 005,IND RES FOR BIOC UNDERGRADS,"Faculty: Bennett, George N.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11115,BIOC 310 006,IND RES FOR BIOC UNDERGRADS,"Faculty: Bennett, Matthew",Meeting: TBA TBA,1 TO 4,Enrolled: 1 (Permission Required)
11116,BIOC 310 007,IND RES FOR BIOC UNDERGRADS,"Faculty: Braam, Janet",Meeting: TBA TBA,1 TO 4,Enrolled: 1 (Permission Required)
11117,BIOC 310 008,IND RES FOR BIOC UNDERGRADS,"Faculty: Carson, Daniel D.",Meeting: TBA TBA,1 TO 4,Enrolled: 1 (Permission Required)
11118,BIOC 310 009,IND RES FOR BIOC UNDERGRADS,"Faculty: Chehab, El-Amir W.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11119,BIOC 310 010,IND RES FOR BIOC UNDERGRADS,"Faculty: Papadopoulos, Pamela C.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11120,BIOC 310 011,IND RES FOR BIOC UNDERGRADS,"Faculty: Farach-Carson, Mary C.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11121,BIOC 310 012,IND RES FOR BIOC UNDERGRADS,"Faculty: Gustin, Michael",Meeting: TBA TBA,1 TO 4,Enrolled: 2 (Permission Required)
11122,BIOC 310 013,IND RES FOR BIOC UNDERGRADS,"Faculty: Harrington, Daniel A.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11123,BIOC 310 014,IND RES FOR BIOC UNDERGRADS,"Faculty: Lapotko, Dmitri",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11124,BIOC 310 015,IND RES FOR BIOC UNDERGRADS,"Faculty: Levine, Herbert",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11125,BIOC 310 016,IND RES FOR BIOC UNDERGRADS,"Faculty: Lwigale, Peter Y.",Meeting: TBA TBA,1 TO 4,Enrolled: 1 (Permission Required)
11126,BIOC 310 017,IND RES FOR BIOC UNDERGRADS,"Faculty: Matsuda, Seiichi P.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11127,BIOC 310 018,IND RES FOR BIOC UNDERGRADS,"Faculty: Matthews, Kathleen S.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11128,BIOC 310 019,IND RES FOR BIOC UNDERGRADS,"Faculty: McNew, James A.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11129,BIOC 310 020,IND RES FOR BIOC UNDERGRADS,"Faculty: Nakhleh, Luay",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11130,BIOC 310 021,IND RES FOR BIOC UNDERGRADS,"Faculty: Nikonowicz, Edward P.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11131,BIOC 310 022,IND RES FOR BIOC UNDERGRADS,"Faculty: Olson, John S.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11132,BIOC 310 023,IND RES FOR BIOC UNDERGRADS,"Faculty: Onuchic, Jose",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11134,BIOC 310 025,IND RES FOR BIOC UNDERGRADS,"Faculty: Phillips, George N.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11135,BIOC 310 026,IND RES FOR BIOC UNDERGRADS,"Faculty: Segatori, Laura",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11136,BIOC 310 027,IND RES FOR BIOC UNDERGRADS,"Faculty: Shamoo, Yousif",Meeting: TBA TBA,1 TO 4,Enrolled: 1 (Permission Required)
11137,BIOC 310 028,IND RES FOR BIOC UNDERGRADS,"Faculty: Silberg, Jonathan J.",Meeting: TBA TBA,1 TO 4,Enrolled: 1 (Permission Required)
11138,BIOC 310 029,IND RES FOR BIOC UNDERGRADS,"Faculty: Stern, Michael",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11139,BIOC 310 030,IND RES FOR BIOC UNDERGRADS,"Faculty: Stewart, Charles R.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11140,BIOC 310 031,IND RES FOR BIOC UNDERGRADS,"Faculty: Tao, Yizhi J.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11368,BIOC 310 032,IND RES FOR BIOC UNDERGRADS,"Faculty: Wagner, Daniel S.",Meeting: TBA TBA,1 TO 4,Enrolled: 2 (Permission Required)
11370,BIOC 310 034,IND RES FOR BIOC UNDERGRADS,"Faculty: Wolynes, Peter",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11371,BIOC 310 035,IND RES FOR BIOC UNDERGRADS,"Faculty: Zhong, Weiwei",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11420,BIOC 310 036,IND RES FOR BIOC UNDERGRADS,"Faculty: Delk, Nikki A.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11660,BIOC 310 037,IND RES FOR BIOC UNDERGRADS,"Faculty: Saxer Quance, Gerda",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11662,BIOC 310 039,IND RES FOR BIOC UNDERGRADS,"Faculty: Tabor, Jeffrey",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
10767,BIOC 311 AA1,ADV EXPERIMENTAL BIOSCIENCES,"Faculty: Beason Abmayr, K. Beth",Meeting: 01:00PM - 05:59PM T TBA TBA; 03:00PM - 04:29PM M TBA TBA,2,Enrolled: 24 (Max 24)
10768,BIOC 311 AA2,ADV EXPERIMENTAL BIOSCIENCES,"Faculty: Beason Abmayr, K. Beth",Meeting: 01:00PM - 05:59PM W TBA TBA; 03:00PM - 04:29PM M TBA TBA,2,Enrolled: 24 (Max 24)
10769,BIOC 313 001,INTRODUCTORY SYNTHETIC BIO,"Faculty: Beason Abmayr, K. Beth",Meeting: 01:00PM - 04:59PM TR TBA TBA,1,Enrolled: 24 (Max 24)
10770,BIOC 318 001,LAB MODULE IN MICROBIOLOGY,"Faculty: Caprette, David",Meeting: 01:00PM - 04:59PM MW TBA TBA,1,Enrolled: 19 (Max 19)
10805,BIOC 331 001,BIOLOGY OF INFECTIOUS DISEASES,"Faculty: Rudolf, Volker",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 10 (Max 99)
10775,BIOC 341 001,CELL BIOLOGY,"Faculty: Villares, Gabriel J.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 151 (Max 265)
11804,BIOC 344 001,MOLECULAR BIOLOGY & GENETICS,"Faculty: Eich, Elizabeth A.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 90 (Max 90)
12508,BIOC 352 001,PHYS CHEM FOR BIOSCIENCES,"Faculty: Silberg, Jonathan J.; Nikonowicz, Edward P.",Meeting: 09:00AM - 09:50AM MWF TBA TBA,3,Enrolled: 38 (Max 70)
11372,BIOC 372 001,IMMUNOLOGY,"Faculty: Novotny, Alma M.",Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 81 (Max 115)
10940,BIOC 385 001,FUNDAMENTALS OF NEUROSCIENCE,"Faculty: Caprette, David",Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 33 (Max 150)
10776,BIOC 401 001,UNDERGRADUATE HONORS RESEARCH,"Faculty: Stern, Michael",Meeting: TBA TBA,5,Enrolled: 0 (Permission Required)
11022,BIOC 415 001,EXPERIMENTAL PHYSIOLOGY,"Faculty: Caprette, David",Meeting: 01:00PM - 04:59PM MW TBA TBA,1,Enrolled: 6 (Max 12)
12509,BIOC 425 001,PLANT MOLECULAR GENETICS,"Faculty: Bartel, Bonnie",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 8 (Max 19)
10778,BIOC 445 001,ADV MOLECULAR BIOL & GENETICS,"Faculty: Stern, Michael",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 10 (Max 19)
11805,BIOC 455 001,COMP SYNTH BIOLOGY,"Faculty: Bennett, Matthew",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 9 (Max 19)
13037,BIOC 460 001,CANCER BIOLOGY,"Faculty: Villares, Gabriel J.",Meeting: 08:00AM - 09:15AM TR TBA TBA,3,Enrolled: 8 (Permission Required)
10779,BIOC 481 001,MOLECULAR BIOPHYSICS I,"Faculty: Wensel, Theodore G.",Meeting: 10:45AM - 11:59AM MW TBA TBA,3,Enrolled: 3 (Max 19)
11438,BIOC 520 001,TEACHING BIOLOGY ACTIVELY I,"Faculty: Beason Abmayr, K. Beth; Eich, Elizabeth A.; Nichol, Carolyn A.",Meeting: 06:00PM - 08:59PM M TBA TBA,3,Enrolled: 0 (Permission Required)
12510,BIOC 525 001,PLANT MOLECULAR GENETICS,"Faculty: Bartel, Bonnie",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 1 (Max 19)
12739,BIOC 537 001,ADV CRYSTALLOGRAPHY SEMINAR,"Faculty: Phillips, George N.; Tao, Yizhi J.",Meeting: TBA TBA,1,Enrolled: 0 (Max 10)
12840,BIOC 540 001,METABOLIC ENGINEERING,"Faculty: Gonzalez, Ramon",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 3 (Max 29)
10783,BIOC 545 001,ADV MOLECULAR BIOL & GENETICS,"Faculty: Stern, Michael",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 1 (Max 10)
10784,BIOC 551 001,MOLECULAR BIOPHYSICS I,"Faculty: Wensel, Theodore G.",Meeting: 10:45AM - 11:59AM MW TBA TBA,3,Enrolled: 2 (Max 19)
11968,BIOC 555 001,COMP SYNTH BIOLOGY,"Faculty: Bennett, Matthew",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 5 (Max 19)
11494,BIOC 573 001,IMMUNOLOGY,"Faculty: Novotny, Alma M.",Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 1 (Max 5)
10788,BIOC 575 001,INTRODUCTION TO RESEARCH,"Faculty: Braam, Janet",Meeting: TBA TBA,1,Enrolled: 0 (Max 19)
11411,BIOC 580 001,PROTEIN ENGINEERING,"Faculty: Segatori, Laura",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 0 (Max 29)
10789,BIOC 581 001,GRAD SEM BIOCHEM & CELL BIOL,"Faculty: Braam, Janet; Cates, Mary S.",Meeting: 02:00PM - 03:15PM M TBA TBA,1,Enrolled: 47 (Max 70)
10790,BIOC 583 001,MOLECULAR INTERACTIONS,"Faculty: Silberg, Jonathan J.; Phillips, George N.; Tao, Yizhi J.; Nikonowicz, Edward P.; Bennett, George N.; Olson, John S.; Matthews, Kathleen S.",Meeting: 08:40AM - 10:29AM TR TBA TBA,4,Enrolled: 0 (Max 19)
11269,BIOC 585 001,FUNDAMENTALS OF NEUROSCIENCE,"Faculty: Caprette, David",Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 5 (Max 50)
12089,BIOC 590 001,SPEC TOPCS BIOCHEM&CELL BIO,"Faculty: Silberg, Jonathan J.",Meeting: TBA TBA,1,Enrolled: 0 (Permission Required)
10793,BIOC 592 001,SEMINAR IN COMPUTATIONAL BIOL,Faculty:,Meeting: 03:30PM - 05:59PM F TBA TBA,1,Enrolled: 2 (Max 40)
10794,BIOC 593 001,SPEC TOP BIOCHEM&CELL BIOLOGY,"Faculty: Bartel, Bonnie; Braam, Janet",Meeting: 12:00PM - 01:29PM W TBA TBA,1,Enrolled: 5 (Max 10)
10795,BIOC 599 001,GRADUATE TEACHING IN BIOCHEM,"Faculty: Braam, Janet; Purugganan, Mary",Meeting: TBA TBA,1,Enrolled: 8 (Max 19)
12511,BIOC 611 003,RESEARCH SEMINAR,"Faculty: Bartel, Bonnie",Meeting: TBA TBA,1,Enrolled: 6 (Max 10)
12512,BIOC 611 004,RESEARCH SEMINAR,"Faculty: Beckingham, Kathleen M.",Meeting: TBA TBA,1,Enrolled: 1 (Max 10)
12513,BIOC 611 005,RESEARCH SEMINAR,"Faculty: Bennett, George N.",Meeting: TBA TBA,1,Enrolled: 0 (Max 10)
12514,BIOC 611 006,RESEARCH SEMINAR,"Faculty: Bennett, Matthew",Meeting: TBA TBA,1,Enrolled: 5 (Max 10)
12515,BIOC 611 007,RESEARCH SEMINAR,"Faculty: Braam, Janet",Meeting: TBA TBA,1,Enrolled: 2 (Max 10)
12516,BIOC 611 008,RESEARCH SEMINAR,"Faculty: Carson, Daniel D.",Meeting: TBA TBA,1,Enrolled: 3 (Max 10)
12517,BIOC 611 011,RESEARCH SEMINAR,"Faculty: Farach-Carson, Mary C.",Meeting: TBA TBA,1,Enrolled: 2 (Max 10)
12518,BIOC 611 012,RESEARCH SEMINAR,"Faculty: Gustin, Michael",Meeting: TBA TBA,1,Enrolled: 2 (Max 10)
12519,BIOC 611 016,RESEARCH SEMINAR,"Faculty: Lwigale, Peter Y.",Meeting: TBA TBA,1,Enrolled: 3 (Max 10)
12520,BIOC 611 017,RESEARCH SEMINAR,"Faculty: Matsuda, Seiichi P.",Meeting: TBA TBA,1,Enrolled: 1 (Max 10)
12521,BIOC 611 018,RESEARCH SEMINAR,"Faculty: Matthews, Kathleen S.",Meeting: TBA TBA,1,Enrolled: 0 (Max 10)
12522,BIOC 611 019,RESEARCH SEMINAR,"Faculty: McNew, James A.",Meeting: TBA TBA,1,Enrolled: 2 (Max 10)
12523,BIOC 611 021,RESEARCH SEMINAR,"Faculty: Nikonowicz, Edward P.",Meeting: TBA TBA,1,Enrolled: 0 (Max 10)
12524,BIOC 611 022,RESEARCH SEMINAR,"Faculty: Olson, John S.",Meeting: TBA TBA,1,Enrolled: 0 (Max 10)
12525,BIOC 611 025,RESEARCH SEMINAR,"Faculty: Phillips, George N.",Meeting: TBA TBA,1,Enrolled: 4 (Max 10)
13039,BIOC 611 026,RESEARCH SEMINAR,"Faculty: Segatori, Laura",Meeting: TBA TBA,1,Enrolled: 1 (Max 10)
12526,BIOC 611 027,RESEARCH SEMINAR,"Faculty: Shamoo, Yousif",Meeting: TBA TBA,1,Enrolled: 3 (Max 27)
12527,BIOC 611 028,RESEARCH SEMINAR,"Faculty: Silberg, Jonathan J.",Meeting: TBA TBA,1,Enrolled: 3 (Max 10)
12528,BIOC 611 029,RESEARCH SEMINAR,"Faculty: Stern, Michael",Meeting: TBA TBA,1,Enrolled: 1 (Max 10)
12529,BIOC 611 030,RESEARCH SEMINAR,"Faculty: Stewart, Charles R.",Meeting: TBA TBA,1,Enrolled: 0 (Max 10)
12530,BIOC 611 031,RESEARCH SEMINAR,"Faculty: Tao, Yizhi J.",Meeting: TBA TBA,1,Enrolled: 1 (Max 10)
12531,BIOC 611 032,RESEARCH SEMINAR,"Faculty: Wagner, Daniel S.",Meeting: TBA TBA,1,Enrolled: 2 (Max 10)
12532,BIOC 611 035,RESEARCH SEMINAR,"Faculty: Zhong, Weiwei",Meeting: TBA TBA,1,Enrolled: 0 (Max 10)
12533,BIOC 611 050,RESEARCH SEMINAR,"Faculty: Harrington, Daniel A.; Farach-Carson, Mary C.",Meeting: TBA TBA,1,Enrolled: 2 (Max 10)
12534,BIOC 611 051,RESEARCH SEMINAR,"Faculty: Tao, Yizhi J.; Zhong, Weiwei",Meeting: TBA TBA,1,Enrolled: 2 (Max 10)
13040,BIOC 611 052,RESEARCH SEMINAR,"Faculty: Levine, Herbert; Farach-Carson, Mary C.",Meeting: TBA TBA,1,Enrolled: 1 (Max 10)
10796,BIOC 701 001,GRADUATE LAB RESEARCH I,"Faculty: Braam, Janet",Meeting: TBA TBA,2 TO 4,Enrolled: 0 (Max 19)
10797,BIOC 702 001,GRADUATE LAB RESEARCH II,"Faculty: Braam, Janet",Meeting: TBA TBA,2 TO 4,Enrolled: 0 (Max 19)
12535,BIOC 800 003,BCB GRADUATE RESEARCH,"Faculty: Bartel, Bonnie",Meeting: TBA TBA,1 TO 15,Enrolled: 5 (Max 10)
12536,BIOC 800 004,BCB GRADUATE RESEARCH,"Faculty: Beckingham, Kathleen M.",Meeting: TBA TBA,1 TO 15,Enrolled: 1 (Max 10)
12537,BIOC 800 006,BCB GRADUATE RESEARCH,"Faculty: Bennett, Matthew",Meeting: TBA TBA,1 TO 15,Enrolled: 6 (Max 10)
12538,BIOC 800 007,BCB GRADUATE RESEARCH,"Faculty: Braam, Janet",Meeting: TBA TBA,1 TO 15,Enrolled: 4 (Max 10)
12539,BIOC 800 008,BCB GRADUATE RESEARCH,"Faculty: Carson, Daniel D.",Meeting: TBA TBA,1 TO 15,Enrolled: 4 (Max 10)
12540,BIOC 800 011,BCB GRADUATE RESEARCH,"Faculty: Farach-Carson, Mary C.",Meeting: TBA TBA,1 TO 15,Enrolled: 3 (Max 10)
12541,BIOC 800 012,BCB GRADUATE RESEARCH,"Faculty: Gustin, Michael",Meeting: TBA TBA,1 TO 15,Enrolled: 2 (Max 10)
12741,BIOC 800 015,BCB GRADUATE RESEARCH,"Faculty: Segatori, Laura",Meeting: TBA TBA,1 TO 15,Enrolled: 2 (Max 6)
12542,BIOC 800 016,BCB GRADUATE RESEARCH,"Faculty: Lwigale, Peter Y.",Meeting: TBA TBA,1 TO 15,Enrolled: 3 (Max 10)
12543,BIOC 800 017,BCB GRADUATE RESEARCH,"Faculty: Matsuda, Seiichi P.",Meeting: TBA TBA,1 TO 15,Enrolled: 1 (Max 10)
13071,BIOC 800 019,BCB GRADUATE RESEARCH,"Faculty: McNew, James A.",Meeting: TBA TBA,1 TO 15,Enrolled: 0 (Max 10)
12544,BIOC 800 025,BCB GRADUATE RESEARCH,"Faculty: Phillips, George N.",Meeting: TBA TBA,1 TO 15,Enrolled: 4 (Max 10)
12740,BIOC 800 026,BCB GRADUATE RESEARCH,"Faculty: Segatori, Laura",Meeting: TBA TBA,1 TO 15,Enrolled: 0 (Max 6)
12545,BIOC 800 027,BCB GRADUATE RESEARCH,"Faculty: Shamoo, Yousif",Meeting: TBA TBA,1 TO 15,Enrolled: 3 (Max 10)
12546,BIOC 800 028,BCB GRADUATE RESEARCH,"Faculty: Silberg, Jonathan J.",Meeting: TBA TBA,1 TO 15,Enrolled: 3 (Max 10)
12547,BIOC 800 029,BCB GRADUATE RESEARCH,"Faculty: Stern, Michael",Meeting: TBA TBA,1 TO 15,Enrolled: 1 (Max 10)
12548,BIOC 800 031,BCB GRADUATE RESEARCH,"Faculty: Tao, Yizhi J.",Meeting: TBA TBA,1 TO 15,Enrolled: 1 (Max 10)
12549,BIOC 800 032,BCB GRADUATE RESEARCH,"Faculty: Wagner, Daniel S.",Meeting: TBA TBA,1 TO 15,Enrolled: 2 (Max 10)
12550,BIOC 800 050,BCB GRADUATE RESEARCH,"Faculty: Harrington, Daniel A.; Farach-Carson, Mary C.",Meeting: TBA TBA,1 TO 15,Enrolled: 2 (Max 10)
12551,BIOC 800 051,BCB GRADUATE RESEARCH,"Faculty: Tao, Yizhi J.; Zhong, Weiwei",Meeting: TBA TBA,1 TO 15,Enrolled: 2 (Max 10)
13038,BIOC 800 052,BCB GRADUATE RESEARCH,"Faculty: Levine, Herbert; Farach-Carson, Mary C.",Meeting: TBA TBA,1 TO 15,Enrolled: 1 (Max 10)
